"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2010","European Union - 27 countries (from 2020)","Total","From 20 to 24 years","Number","27,213,605.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 25 to 29 years","Number","29,017,999.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 30 to 34 years","Number","30,707,309.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 35 to 39 years","Number","32,030,777.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 40 to 44 years","Number","33,491,063.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 45 to 49 years","Number","32,511,785.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 50 to 54 years","Number","30,753,267.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 55 to 59 years","Number","28,681,972.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 60 to 64 years","Number","25,606,750.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 65 to 69 years","Number","21,368,955.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 70 to 74 years","Number","19,637,057.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 75 to 79 years","Number","15,993,740.0",""
"2010","European Union - 27 countries (from 2020)","Total","75 years or over","Number","36,674,404.0",""
"2010","European Union - 27 countries (from 2020)","Total","From 80 to 84 years","Number","11,581,764.0",""
"2010","European Union - 27 countries (from 2020)","Total","80 years or over","Number","20,680,664.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 20 to 24 years","Number","13,841,882.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 25 to 29 years","Number","14,671,196.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 30 to 34 years","Number","15,530,136.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 35 to 39 years","Number","16,173,625.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 40 to 44 years","Number","16,886,650.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 45 to 49 years","Number","16,264,597.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 50 to 54 years","Number","15,204,713.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 55 to 59 years","Number","13,978,956.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 60 to 64 years","Number","12,306,556.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 65 to 69 years","Number","10,001,700.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 70 to 74 years","Number","8,750,434.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 75 to 79 years","Number","6,628,834.0",""
"2010","European Union - 27 countries (from 2020)","Males","75 years or over","Number","13,544,964.0",""
"2010","European Union - 27 countries (from 2020)","Males","From 80 to 84 years","Number","4,262,954.0",""
"2010","European Union - 27 countries (from 2020)","Males","80 years or over","Number","6,916,130.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 20 to 24 years","Number","13,371,723.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 25 to 29 years","Number","14,346,803.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 30 to 34 years","Number","15,177,173.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 35 to 39 years","Number","15,857,152.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 40 to 44 years","Number","16,604,413.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 45 to 49 years","Number","16,247,188.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 50 to 54 years","Number","15,548,554.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 55 to 59 years","Number","14,703,016.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 60 to 64 years","Number","13,300,194.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 65 to 69 years","Number","11,367,255.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 70 to 74 years","Number","10,886,623.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 75 to 79 years","Number","9,364,906.0",""
"2010","European Union - 27 countries (from 2020)","Females","75 years or over","Number","23,129,440.0",""
"2010","European Union - 27 countries (from 2020)","Females","From 80 to 84 years","Number","7,318,810.0",""
"2010","European Union - 27 countries (from 2020)","Females","80 years or over","Number","13,764,534.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 20 to 24 years","Number","31,388,181.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 25 to 29 years","Number","33,280,303.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 30 to 34 years","Number","34,710,290.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 35 to 39 years","Number","36,372,573.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 40 to 44 years","Number","38,166,306.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 45 to 49 years","Number","37,055,194.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 50 to 54 years","Number","34,710,547.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 55 to 59 years","Number","32,285,855.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 60 to 64 years","Number","29,361,043.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 65 to 69 years","Number","24,264,702.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 70 to 74 years","Number","22,091,499.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 75 to 79 years","Number","17,985,826.0",""
"2010","European Union - 28 countries (2013-2020)","Total","75 years or over","Number","41,491,542.0",""
"2010","European Union - 28 countries (2013-2020)","Total","From 80 to 84 years","Number","13,050,613.0",""
"2010","European Union - 28 countries (2013-2020)","Total","80 years or over","Number","23,505,716.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 20 to 24 years","Number","15,930,141.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 25 to 29 years","Number","16,792,085.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 30 to 34 years","Number","17,531,856.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 35 to 39 years","Number","18,325,737.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 40 to 44 years","Number","19,200,987.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 45 to 49 years","Number","18,511,770.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 50 to 54 years","Number","17,168,510.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 55 to 59 years","Number","15,758,309.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 60 to 64 years","Number","14,149,640.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 65 to 69 years","Number","11,402,554.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 70 to 74 years","Number","9,907,204.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 75 to 79 years","Number","7,517,258.0",""
"2010","European Union - 28 countries (2013-2020)","Males","75 years or over","Number","15,459,019.0",""
"2010","European Union - 28 countries (2013-2020)","Males","From 80 to 84 years","Number","4,858,527.0",""
"2010","European Union - 28 countries (2013-2020)","Males","80 years or over","Number","7,941,761.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 20 to 24 years","Number","15,458,040.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 25 to 29 years","Number","16,488,218.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 30 to 34 years","Number","17,178,434.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 35 to 39 years","Number","18,046,836.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 40 to 44 years","Number","18,965,319.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 45 to 49 years","Number","18,543,424.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 50 to 54 years","Number","17,542,037.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 55 to 59 years","Number","16,527,546.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 60 to 64 years","Number","15,211,403.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 65 to 69 years","Number","12,862,148.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 70 to 74 years","Number","12,184,295.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 75 to 79 years","Number","10,468,568.0",""
"2010","European Union - 28 countries (2013-2020)","Females","75 years or over","Number","26,032,523.0",""
"2010","European Union - 28 countries (2013-2020)","Females","From 80 to 84 years","Number","8,192,086.0",""
"2010","European Union - 28 countries (2013-2020)","Females","80 years or over","Number","15,563,955.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 20 to 24 years","Number","31,119,934.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 25 to 29 years","Number","32,985,740.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 30 to 34 years","Number","34,417,928.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 35 to 39 years","Number","36,090,782.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 40 to 44 years","Number","37,867,515.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 45 to 49 years","Number","36,743,297.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 50 to 54 years","Number","34,385,307.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 55 to 59 years","Number","31,978,516.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 60 to 64 years","Number","29,113,052.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 65 to 69 years","Number","24,046,718.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 70 to 74 years","Number","21,875,496.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 75 to 79 years","Number","17,810,668.0",""
"2010","European Union - 27 countries (2007-2013)","Total","75 years or over","Number","41,157,961.0",""
"2010","European Union - 27 countries (2007-2013)","Total","From 80 to 84 years","Number","12,948,838.0",""
"2010","European Union - 27 countries (2007-2013)","Total","80 years or over","Number","23,347,293.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 20 to 24 years","Number","15,793,211.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 25 to 29 years","Number","16,641,461.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 30 to 34 years","Number","17,383,146.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 35 to 39 years","Number","18,183,394.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 40 to 44 years","Number","19,051,696.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 45 to 49 years","Number","18,357,120.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 50 to 54 years","Number","17,007,693.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 55 to 59 years","Number","15,606,713.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 60 to 64 years","Number","14,034,218.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 65 to 69 years","Number","11,306,094.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 70 to 74 years","Number","9,817,221.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 75 to 79 years","Number","7,451,527.0",""
"2010","European Union - 27 countries (2007-2013)","Males","75 years or over","Number","15,345,972.0",""
"2010","European Union - 27 countries (2007-2013)","Males","From 80 to 84 years","Number","4,825,505.0",""
"2010","European Union - 27 countries (2007-2013)","Males","80 years or over","Number","7,894,445.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 20 to 24 years","Number","15,326,723.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 25 to 29 years","Number","16,344,279.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 30 to 34 years","Number","17,034,782.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 35 to 39 years","Number","17,907,388.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 40 to 44 years","Number","18,815,819.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 45 to 49 years","Number","18,386,177.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 50 to 54 years","Number","17,377,614.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 55 to 59 years","Number","16,371,803.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 60 to 64 years","Number","15,078,834.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 65 to 69 years","Number","12,740,624.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 70 to 74 years","Number","12,058,275.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 75 to 79 years","Number","10,359,141.0",""
"2010","European Union - 27 countries (2007-2013)","Females","75 years or over","Number","25,811,989.0",""
"2010","European Union - 27 countries (2007-2013)","Females","From 80 to 84 years","Number","8,123,333.0",""
"2010","European Union - 27 countries (2007-2013)","Females","80 years or over","Number","15,452,848.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 20 to 24 years","Number","19,908,918.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 25 to 29 years","Number","21,412,969.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 30 to 34 years","Number","22,613,014.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 35 to 39 years","Number","24,424,448.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 40 to 44 years","Number","26,171,081.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 45 to 49 years","Number","25,758,021.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 50 to 54 years","Number","23,158,584.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 55 to 59 years","Number","21,127,271.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 60 to 64 years","Number","19,147,268.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 65 to 69 years","Number","16,594,924.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 70 to 74 years","Number","15,417,536.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 75 to 79 years","Number","12,498,199.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","75 years or over","Number","29,260,710.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","From 80 to 84 years","Number","9,227,504.0",""
"2010","Euro area - 19 countries  (from 2015)","Total","80 years or over","Number","16,762,511.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 20 to 24 years","Number","10,102,073.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 25 to 29 years","Number","10,785,253.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 30 to 34 years","Number","11,405,472.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 35 to 39 years","Number","12,303,202.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 40 to 44 years","Number","13,172,151.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 45 to 49 years","Number","12,874,069.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 50 to 54 years","Number","11,466,862.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 55 to 59 years","Number","10,349,909.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 60 to 64 years","Number","9,290,735.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 65 to 69 years","Number","7,868,305.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 70 to 74 years","Number","6,995,044.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 75 to 79 years","Number","5,277,498.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","75 years or over","Number","10,914,344.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","From 80 to 84 years","Number","3,444,150.0",""
"2010","Euro area - 19 countries  (from 2015)","Males","80 years or over","Number","5,636,846.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 20 to 24 years","Number","9,806,845.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 25 to 29 years","Number","10,627,716.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 30 to 34 years","Number","11,207,542.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 35 to 39 years","Number","12,121,246.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 40 to 44 years","Number","12,998,930.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 45 to 49 years","Number","12,883,952.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 50 to 54 years","Number","11,691,722.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 55 to 59 years","Number","10,777,362.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 60 to 64 years","Number","9,856,533.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 65 to 69 years","Number","8,726,619.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 70 to 74 years","Number","8,422,492.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 75 to 79 years","Number","7,220,701.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","75 years or over","Number","18,346,366.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","From 80 to 84 years","Number","5,783,354.0",""
"2010","Euro area - 19 countries  (from 2015)","Females","80 years or over","Number","11,125,665.0",""
"2010","Euro area - 18 countries (2014)","Total","From 20 to 24 years","Number","19,679,168.0",""
"2010","Euro area - 18 countries (2014)","Total","From 25 to 29 years","Number","21,206,553.0",""
"2010","Euro area - 18 countries (2014)","Total","From 30 to 34 years","Number","22,411,457.0",""
"2010","Euro area - 18 countries (2014)","Total","From 35 to 39 years","Number","24,206,275.0",""
"2010","Euro area - 18 countries (2014)","Total","From 40 to 44 years","Number","25,946,028.0",""
"2010","Euro area - 18 countries (2014)","Total","From 45 to 49 years","Number","25,512,681.0",""
"2010","Euro area - 18 countries (2014)","Total","From 50 to 54 years","Number","22,932,384.0",""
"2010","Euro area - 18 countries (2014)","Total","From 55 to 59 years","Number","20,942,356.0",""
"2010","Euro area - 18 countries (2014)","Total","From 60 to 64 years","Number","18,987,035.0",""
"2010","Euro area - 18 countries (2014)","Total","From 65 to 69 years","Number","16,442,039.0",""
"2010","Euro area - 18 countries (2014)","Total","From 70 to 74 years","Number","15,271,113.0",""
"2010","Euro area - 18 countries (2014)","Total","From 75 to 79 years","Number","12,380,310.0",""
"2010","Euro area - 18 countries (2014)","Total","75 years or over","Number","29,015,122.0",""
"2010","Euro area - 18 countries (2014)","Total","From 80 to 84 years","Number","9,147,094.0",""
"2010","Euro area - 18 countries (2014)","Total","80 years or over","Number","16,634,812.0",""
"2010","Euro area - 18 countries (2014)","Males","From 20 to 24 years","Number","9,985,836.0",""
"2010","Euro area - 18 countries (2014)","Males","From 25 to 29 years","Number","10,681,108.0",""
"2010","Euro area - 18 countries (2014)","Males","From 30 to 34 years","Number","11,305,533.0",""
"2010","Euro area - 18 countries (2014)","Males","From 35 to 39 years","Number","12,196,965.0",""
"2010","Euro area - 18 countries (2014)","Males","From 40 to 44 years","Number","13,063,474.0",""
"2010","Euro area - 18 countries (2014)","Males","From 45 to 49 years","Number","12,757,113.0",""
"2010","Euro area - 18 countries (2014)","Males","From 50 to 54 years","Number","11,362,013.0",""
"2010","Euro area - 18 countries (2014)","Males","From 55 to 59 years","Number","10,267,301.0",""
"2010","Euro area - 18 countries (2014)","Males","From 60 to 64 years","Number","9,223,347.0",""
"2010","Euro area - 18 countries (2014)","Males","From 65 to 69 years","Number","7,808,253.0",""
"2010","Euro area - 18 countries (2014)","Males","From 70 to 74 years","Number","6,941,888.0",""
"2010","Euro area - 18 countries (2014)","Males","From 75 to 79 years","Number","5,238,828.0",""
"2010","Euro area - 18 countries (2014)","Males","75 years or over","Number","10,842,670.0",""
"2010","Euro area - 18 countries (2014)","Males","From 80 to 84 years","Number","3,421,819.0",""
"2010","Euro area - 18 countries (2014)","Males","80 years or over","Number","5,603,842.0",""
"2010","Euro area - 18 countries (2014)","Females","From 20 to 24 years","Number","9,693,332.0",""
"2010","Euro area - 18 countries (2014)","Females","From 25 to 29 years","Number","10,525,445.0",""
"2010","Euro area - 18 countries (2014)","Females","From 30 to 34 years","Number","11,105,924.0",""
"2010","Euro area - 18 countries (2014)","Females","From 35 to 39 years","Number","12,009,310.0",""
"2010","Euro area - 18 countries (2014)","Females","From 40 to 44 years","Number","12,882,554.0",""
"2010","Euro area - 18 countries (2014)","Females","From 45 to 49 years","Number","12,755,568.0",""
"2010","Euro area - 18 countries (2014)","Females","From 50 to 54 years","Number","11,570,371.0",""
"2010","Euro area - 18 countries (2014)","Females","From 55 to 59 years","Number","10,675,055.0",""
"2010","Euro area - 18 countries (2014)","Females","From 60 to 64 years","Number","9,763,688.0",""
"2010","Euro area - 18 countries (2014)","Females","From 65 to 69 years","Number","8,633,786.0",""
"2010","Euro area - 18 countries (2014)","Females","From 70 to 74 years","Number","8,329,225.0",""
"2010","Euro area - 18 countries (2014)","Females","From 75 to 79 years","Number","7,141,482.0",""
"2010","Euro area - 18 countries (2014)","Females","75 years or over","Number","18,172,452.0",""
"2010","Euro area - 18 countries (2014)","Females","From 80 to 84 years","Number","5,725,275.0",""
"2010","Euro area - 18 countries (2014)","Females","80 years or over","Number","11,030,970.0",""
"2010","Belgium","Total","From 20 to 24 years","Number","660,718.0",""
"2010","Belgium","Total","From 25 to 29 years","Number","691,709.0",""
"2010","Belgium","Total","From 30 to 34 years","Number","698,056.0",""
"2010","Belgium","Total","From 35 to 39 years","Number","747,726.0",""
"2010","Belgium","Total","From 40 to 44 years","Number","789,754.0",""
"2010","Belgium","Total","From 45 to 49 years","Number","820,067.0",""
"2010","Belgium","Total","From 50 to 54 years","Number","767,527.0",""
"2010","Belgium","Total","From 55 to 59 years","Number","689,451.0",""
"2010","Belgium","Total","From 60 to 64 years","Number","631,872.0",""
"2010","Belgium","Total","From 65 to 69 years","Number","466,145.0",""
"2010","Belgium","Total","From 70 to 74 years","Number","453,287.0",""
"2010","Belgium","Total","From 75 to 79 years","Number","407,579.0",""
"2010","Belgium","Total","75 years or over","Number","940,727.0",""
"2010","Belgium","Total","From 80 to 84 years","Number","297,727.0",""
"2010","Belgium","Total","80 years or over","Number","533,148.0",""
"2010","Belgium","Males","From 20 to 24 years","Number","331,542.0",""
"2010","Belgium","Males","From 25 to 29 years","Number","345,261.0",""
"2010","Belgium","Males","From 30 to 34 years","Number","351,200.0",""
"2010","Belgium","Males","From 35 to 39 years","Number","378,010.0",""
"2010","Belgium","Males","From 40 to 44 years","Number","400,823.0",""
"2010","Belgium","Males","From 45 to 49 years","Number","413,826.0",""
"2010","Belgium","Males","From 50 to 54 years","Number","384,169.0",""
"2010","Belgium","Males","From 55 to 59 years","Number","343,475.0",""
"2010","Belgium","Males","From 60 to 64 years","Number","311,066.0",""
"2010","Belgium","Males","From 65 to 69 years","Number","223,053.0",""
"2010","Belgium","Males","From 70 to 74 years","Number","207,125.0",""
"2010","Belgium","Males","From 75 to 79 years","Number","172,750.0",""
"2010","Belgium","Males","75 years or over","Number","354,037.0",""
"2010","Belgium","Males","From 80 to 84 years","Number","111,840.0",""
"2010","Belgium","Males","80 years or over","Number","181,287.0",""
"2010","Belgium","Females","From 20 to 24 years","Number","329,176.0",""
"2010","Belgium","Females","From 25 to 29 years","Number","346,448.0",""
"2010","Belgium","Females","From 30 to 34 years","Number","346,856.0",""
"2010","Belgium","Females","From 35 to 39 years","Number","369,716.0",""
"2010","Belgium","Females","From 40 to 44 years","Number","388,931.0",""
"2010","Belgium","Females","From 45 to 49 years","Number","406,241.0",""
"2010","Belgium","Females","From 50 to 54 years","Number","383,358.0",""
"2010","Belgium","Females","From 55 to 59 years","Number","345,976.0",""
"2010","Belgium","Females","From 60 to 64 years","Number","320,806.0",""
"2010","Belgium","Females","From 65 to 69 years","Number","243,092.0",""
"2010","Belgium","Females","From 70 to 74 years","Number","246,162.0",""
"2010","Belgium","Females","From 75 to 79 years","Number","234,829.0",""
"2010","Belgium","Females","75 years or over","Number","586,690.0",""
"2010","Belgium","Females","From 80 to 84 years","Number","185,887.0",""
"2010","Belgium","Females","80 years or over","Number","351,861.0",""
"2010","Bulgaria","Total","From 20 to 24 years","Number","495,791.0",""
"2010","Bulgaria","Total","From 25 to 29 years","Number","497,440.0",""
"2010","Bulgaria","Total","From 30 to 34 years","Number","550,937.0",""
"2010","Bulgaria","Total","From 35 to 39 years","Number","541,949.0",""
"2010","Bulgaria","Total","From 40 to 44 years","Number","502,843.0",""
"2010","Bulgaria","Total","From 45 to 49 years","Number","508,236.0",""
"2010","Bulgaria","Total","From 50 to 54 years","Number","526,619.0",""
"2010","Bulgaria","Total","From 55 to 59 years","Number","538,702.0",""
"2010","Bulgaria","Total","From 60 to 64 years","Number","524,716.0",""
"2010","Bulgaria","Total","From 65 to 69 years","Number","404,024.0",""
"2010","Bulgaria","Total","From 70 to 74 years","Number","348,412.0",""
"2010","Bulgaria","Total","From 75 to 79 years","Number","306,376.0",""
"2010","Bulgaria","Total","75 years or over","Number","596,027.0",""
"2010","Bulgaria","Total","From 80 to 84 years","Number","187,744.0",""
"2010","Bulgaria","Total","80 years or over","Number","289,651.0",""
"2010","Bulgaria","Males","From 20 to 24 years","Number","255,428.0",""
"2010","Bulgaria","Males","From 25 to 29 years","Number","258,748.0",""
"2010","Bulgaria","Males","From 30 to 34 years","Number","284,539.0",""
"2010","Bulgaria","Males","From 35 to 39 years","Number","279,409.0",""
"2010","Bulgaria","Males","From 40 to 44 years","Number","257,202.0",""
"2010","Bulgaria","Males","From 45 to 49 years","Number","257,310.0",""
"2010","Bulgaria","Males","From 50 to 54 years","Number","259,656.0",""
"2010","Bulgaria","Males","From 55 to 59 years","Number","257,580.0",""
"2010","Bulgaria","Males","From 60 to 64 years","Number","241,018.0",""
"2010","Bulgaria","Males","From 65 to 69 years","Number","177,720.0",""
"2010","Bulgaria","Males","From 70 to 74 years","Number","145,592.0",""
"2010","Bulgaria","Males","From 75 to 79 years","Number","122,106.0",""
"2010","Bulgaria","Males","75 years or over","Number","227,039.0",""
"2010","Bulgaria","Males","From 80 to 84 years","Number","70,120.0",""
"2010","Bulgaria","Males","80 years or over","Number","104,933.0",""
"2010","Bulgaria","Females","From 20 to 24 years","Number","240,363.0",""
"2010","Bulgaria","Females","From 25 to 29 years","Number","238,692.0",""
"2010","Bulgaria","Females","From 30 to 34 years","Number","266,398.0",""
"2010","Bulgaria","Females","From 35 to 39 years","Number","262,540.0",""
"2010","Bulgaria","Females","From 40 to 44 years","Number","245,641.0",""
"2010","Bulgaria","Females","From 45 to 49 years","Number","250,926.0",""
"2010","Bulgaria","Females","From 50 to 54 years","Number","266,963.0",""
"2010","Bulgaria","Females","From 55 to 59 years","Number","281,122.0",""
"2010","Bulgaria","Females","From 60 to 64 years","Number","283,698.0",""
"2010","Bulgaria","Females","From 65 to 69 years","Number","226,304.0",""
"2010","Bulgaria","Females","From 70 to 74 years","Number","202,820.0",""
"2010","Bulgaria","Females","From 75 to 79 years","Number","184,270.0",""
"2010","Bulgaria","Females","75 years or over","Number","368,988.0",""
"2010","Bulgaria","Females","From 80 to 84 years","Number","117,624.0",""
"2010","Bulgaria","Females","80 years or over","Number","184,718.0",""
"2010","Czechia","Total","From 20 to 24 years","Number","684,547.0",""
"2010","Czechia","Total","From 25 to 29 years","Number","743,257.0",""
"2010","Czechia","Total","From 30 to 34 years","Number","918,506.0",""
"2010","Czechia","Total","From 35 to 39 years","Number","842,813.0",""
"2010","Czechia","Total","From 40 to 44 years","Number","698,911.0",""
"2010","Czechia","Total","From 45 to 49 years","Number","679,669.0",""
"2010","Czechia","Total","From 50 to 54 years","Number","701,445.0",""
"2010","Czechia","Total","From 55 to 59 years","Number","763,773.0",""
"2010","Czechia","Total","From 60 to 64 years","Number","723,822.0",""
"2010","Czechia","Total","From 65 to 69 years","Number","539,031.0",""
"2010","Czechia","Total","From 70 to 74 years","Number","368,041.0",""
"2010","Czechia","Total","From 75 to 79 years","Number","320,704.0",""
"2010","Czechia","Total","75 years or over","Number","692,448.0",""
"2010","Czechia","Total","From 80 to 84 years","Number","226,770.0",""
"2010","Czechia","Total","80 years or over","Number","371,744.0",""
"2010","Czechia","Males","From 20 to 24 years","Number","351,636.0",""
"2010","Czechia","Males","From 25 to 29 years","Number","383,531.0",""
"2010","Czechia","Males","From 30 to 34 years","Number","471,816.0",""
