"TIME","GEO","SEX","AGE","UNIT","Value","Flag and Footnotes"
"2011","Ireland","Females","80 years or over","Number","81,095",""
"2011","Greece","Total","From 20 to 24 years","Number","641,958",""
"2011","Greece","Total","From 25 to 29 years","Number","762,992",""
"2011","Greece","Total","From 30 to 34 years","Number","848,386",""
"2011","Greece","Total","From 35 to 39 years","Number","842,369",""
"2011","Greece","Total","From 40 to 44 years","Number","856,767",""
"2011","Greece","Total","From 45 to 49 years","Number","771,387",""
"2011","Greece","Total","From 50 to 54 years","Number","742,438",""
"2011","Greece","Total","From 55 to 59 years","Number","670,680",""
"2011","Greece","Total","From 60 to 64 years","Number","640,889",""
"2011","Greece","Total","From 65 to 69 years","Number","532,988",""
"2011","Greece","Total","From 70 to 74 years","Number","550,008",""
"2011","Greece","Total","From 75 to 79 years","Number","487,574",""
"2011","Greece","Total","75 years or over","Number","1,062,717",""
"2011","Greece","Total","From 80 to 84 years","Number","346,963",""
"2011","Greece","Total","80 years or over","Number","575,143",""
"2011","Greece","Males","From 20 to 24 years","Number","328,208",""
"2011","Greece","Males","From 25 to 29 years","Number","395,491",""
"2011","Greece","Males","From 30 to 34 years","Number","434,091",""
"2011","Greece","Males","From 35 to 39 years","Number","424,657",""
"2011","Greece","Males","From 40 to 44 years","Number","425,198",""
"2011","Greece","Males","From 45 to 49 years","Number","378,014",""
"2011","Greece","Males","From 50 to 54 years","Number","360,528",""
"2011","Greece","Males","From 55 to 59 years","Number","327,044",""
"2011","Greece","Males","From 60 to 64 years","Number","307,892",""
"2011","Greece","Males","From 65 to 69 years","Number","253,826",""
"2011","Greece","Males","From 70 to 74 years","Number","249,849",""
"2011","Greece","Males","From 75 to 79 years","Number","214,256",""
"2011","Greece","Males","75 years or over","Number","444,743",""
"2011","Greece","Males","From 80 to 84 years","Number","144,919",""
"2011","Greece","Males","80 years or over","Number","230,487",""
"2011","Greece","Females","From 20 to 24 years","Number","313,750",""
"2011","Greece","Females","From 25 to 29 years","Number","367,501",""
"2011","Greece","Females","From 30 to 34 years","Number","414,295",""
"2011","Greece","Females","From 35 to 39 years","Number","417,712",""
"2011","Greece","Females","From 40 to 44 years","Number","431,569",""
"2011","Greece","Females","From 45 to 49 years","Number","393,373",""
"2011","Greece","Females","From 50 to 54 years","Number","381,910",""
"2011","Greece","Females","From 55 to 59 years","Number","343,636",""
"2011","Greece","Females","From 60 to 64 years","Number","332,997",""
"2011","Greece","Females","From 65 to 69 years","Number","279,162",""
"2011","Greece","Females","From 70 to 74 years","Number","300,159",""
"2011","Greece","Females","From 75 to 79 years","Number","273,318",""
"2011","Greece","Females","75 years or over","Number","617,974",""
"2011","Greece","Females","From 80 to 84 years","Number","202,044",""
"2011","Greece","Females","80 years or over","Number","344,656",""
"2011","Spain","Total","From 20 to 24 years","Number","2,568,267",""
"2011","Spain","Total","From 25 to 29 years","Number","3,225,923",""
"2011","Spain","Total","From 30 to 34 years","Number","4,008,886",""
"2011","Spain","Total","From 35 to 39 years","Number","4,049,367",""
"2011","Spain","Total","From 40 to 44 years","Number","3,808,223",""
"2011","Spain","Total","From 45 to 49 years","Number","3,541,523",""
"2011","Spain","Total","From 50 to 54 years","Number","3,154,523",""
"2011","Spain","Total","From 55 to 59 years","Number","2,645,892",""
"2011","Spain","Total","From 60 to 64 years","Number","2,439,790",""
"2011","Spain","Total","From 65 to 69 years","Number","2,103,623",""
"2011","Spain","Total","From 70 to 74 years","Number","1,768,965",""
"2011","Spain","Total","From 75 to 79 years","Number","1,743,238",""
"2011","Spain","Total","75 years or over","Number","4,110,407",""
"2011","Spain","Total","From 80 to 84 years","Number","1,291,221",""
"2011","Spain","Total","80 years or over","Number","2,367,169",""
"2011","Spain","Males","From 20 to 24 years","Number","1,305,493",""
"2011","Spain","Males","From 25 to 29 years","Number","1,639,319",""
"2011","Spain","Males","From 30 to 34 years","Number","2,063,851",""
"2011","Spain","Males","From 35 to 39 years","Number","2,090,009",""
"2011","Spain","Males","From 40 to 44 years","Number","1,945,445",""
"2011","Spain","Males","From 45 to 49 years","Number","1,783,445",""
"2011","Spain","Males","From 50 to 54 years","Number","1,570,932",""
"2011","Spain","Males","From 55 to 59 years","Number","1,303,616",""
"2011","Spain","Males","From 60 to 64 years","Number","1,181,936",""
"2011","Spain","Males","From 65 to 69 years","Number","1,000,844",""
"2011","Spain","Males","From 70 to 74 years","Number","806,556",""
"2011","Spain","Males","From 75 to 79 years","Number","752,522",""
"2011","Spain","Males","75 years or over","Number","1,599,153",""
"2011","Spain","Males","From 80 to 84 years","Number","505,463",""
"2011","Spain","Males","80 years or over","Number","846,631",""
"2011","Spain","Females","From 20 to 24 years","Number","1,262,774",""
"2011","Spain","Females","From 25 to 29 years","Number","1,586,604",""
"2011","Spain","Females","From 30 to 34 years","Number","1,945,035",""
"2011","Spain","Females","From 35 to 39 years","Number","1,959,358",""
"2011","Spain","Females","From 40 to 44 years","Number","1,862,778",""
"2011","Spain","Females","From 45 to 49 years","Number","1,758,078",""
"2011","Spain","Females","From 50 to 54 years","Number","1,583,591",""
"2011","Spain","Females","From 55 to 59 years","Number","1,342,276",""
"2011","Spain","Females","From 60 to 64 years","Number","1,257,854",""
"2011","Spain","Females","From 65 to 69 years","Number","1,102,779",""
"2011","Spain","Females","From 70 to 74 years","Number","962,409",""
"2011","Spain","Females","From 75 to 79 years","Number","990,716",""
"2011","Spain","Females","75 years or over","Number","2,511,254",""
"2011","Spain","Females","From 80 to 84 years","Number","785,758",""
"2011","Spain","Females","80 years or over","Number","1,520,538",""
"2011","France","Total","From 20 to 24 years","Number","4,017,384",""
"2011","France","Total","From 25 to 29 years","Number","3,984,342",""
"2011","France","Total","From 30 to 34 years","Number","3,993,537",""
"2011","France","Total","From 35 to 39 years","Number","4,418,575",""
"2011","France","Total","From 40 to 44 years","Number","4,502,576",""
"2011","France","Total","From 45 to 49 years","Number","4,530,811",""
"2011","France","Total","From 50 to 54 years","Number","4,324,450",""
"2011","France","Total","From 55 to 59 years","Number","4,172,108",""
"2011","France","Total","From 60 to 64 years","Number","4,108,927",""
"2011","France","Total","From 65 to 69 years","Number","2,684,105",""
"2011","France","Total","From 70 to 74 years","Number","2,431,414",""
"2011","France","Total","From 75 to 79 years","Number","2,269,226",""
"2011","France","Total","75 years or over","Number","5,761,028",""
"2011","France","Total","From 80 to 84 years","Number","1,811,011",""
"2011","France","Total","80 years or over","Number","3,491,802",""
"2011","France","Males","From 20 to 24 years","Number","2,021,818",""
"2011","France","Males","From 25 to 29 years","Number","1,963,953",""
"2011","France","Males","From 30 to 34 years","Number","1,972,885",""
"2011","France","Males","From 35 to 39 years","Number","2,195,449",""
"2011","France","Males","From 40 to 44 years","Number","2,228,476",""
"2011","France","Males","From 45 to 49 years","Number","2,227,954",""
"2011","France","Males","From 50 to 54 years","Number","2,112,395",""
"2011","France","Males","From 55 to 59 years","Number","2,022,454",""
"2011","France","Males","From 60 to 64 years","Number","1,989,310",""
"2011","France","Males","From 65 to 69 years","Number","1,275,283",""
"2011","France","Males","From 70 to 74 years","Number","1,101,383",""
"2011","France","Males","From 75 to 79 years","Number","952,762",""
"2011","France","Males","75 years or over","Number","2,139,189",""
"2011","France","Males","From 80 to 84 years","Number","683,579",""
"2011","France","Males","80 years or over","Number","1,186,427",""
"2011","France","Females","From 20 to 24 years","Number","1,995,566",""
"2011","France","Females","From 25 to 29 years","Number","2,020,389",""
"2011","France","Females","From 30 to 34 years","Number","2,020,652",""
"2011","France","Females","From 35 to 39 years","Number","2,223,126",""
"2011","France","Females","From 40 to 44 years","Number","2,274,100",""
"2011","France","Females","From 45 to 49 years","Number","2,302,857",""
"2011","France","Females","From 50 to 54 years","Number","2,212,055",""
"2011","France","Females","From 55 to 59 years","Number","2,149,654",""
"2011","France","Females","From 60 to 64 years","Number","2,119,617",""
"2011","France","Females","From 65 to 69 years","Number","1,408,822",""
"2011","France","Females","From 70 to 74 years","Number","1,330,031",""
"2011","France","Females","From 75 to 79 years","Number","1,316,464",""
"2011","France","Females","75 years or over","Number","3,621,839",""
"2011","France","Females","From 80 to 84 years","Number","1,127,432",""
"2011","France","Females","80 years or over","Number","2,305,375",""
"2011","France (metropolitan)","Total","From 20 to 24 years","Number","3,896,019",""
"2011","France (metropolitan)","Total","From 25 to 29 years","Number","3,872,433",""
"2011","France (metropolitan)","Total","From 30 to 34 years","Number","3,878,777",""
"2011","France (metropolitan)","Total","From 35 to 39 years","Number","4,284,634",""
"2011","France (metropolitan)","Total","From 40 to 44 years","Number","4,357,104",""
"2011","France (metropolitan)","Total","From 45 to 49 years","Number","4,384,280",""
"2011","France (metropolitan)","Total","From 50 to 54 years","Number","4,200,453",""
"2011","France (metropolitan)","Total","From 55 to 59 years","Number","4,066,201",""
"2011","France (metropolitan)","Total","From 60 to 64 years","Number","4,022,812",""
"2011","France (metropolitan)","Total","From 65 to 69 years","Number","2,619,791",""
"2011","France (metropolitan)","Total","From 70 to 74 years","Number","2,379,320",""
"2011","France (metropolitan)","Total","From 75 to 79 years","Number","2,229,365",""
"2011","France (metropolitan)","Total","75 years or over","Number","5,668,112",""
"2011","France (metropolitan)","Total","From 80 to 84 years","Number","1,783,971",""
"2011","France (metropolitan)","Total","80 years or over","Number","3,438,747",""
"2011","France (metropolitan)","Males","From 20 to 24 years","Number","1,962,048",""
"2011","France (metropolitan)","Males","From 25 to 29 years","Number","1,913,062",""
"2011","France (metropolitan)","Males","From 30 to 34 years","Number","1,921,780",""
"2011","France (metropolitan)","Males","From 35 to 39 years","Number","2,134,921",""
"2011","France (metropolitan)","Males","From 40 to 44 years","Number","2,161,089",""
"2011","France (metropolitan)","Males","From 45 to 49 years","Number","2,158,791",""
"2011","France (metropolitan)","Males","From 50 to 54 years","Number","2,052,928",""
"2011","France (metropolitan)","Males","From 55 to 59 years","Number","1,972,078",""
"2011","France (metropolitan)","Males","From 60 to 64 years","Number","1,948,349",""
"2011","France (metropolitan)","Males","From 65 to 69 years","Number","1,245,190",""
"2011","France (metropolitan)","Males","From 70 to 74 years","Number","1,078,182",""
"2011","France (metropolitan)","Males","From 75 to 79 years","Number","936,002",""
"2011","France (metropolitan)","Males","75 years or over","Number","2,103,544",""
"2011","France (metropolitan)","Males","From 80 to 84 years","Number","673,115",""
"2011","France (metropolitan)","Males","80 years or over","Number","1,167,542",""
"2011","France (metropolitan)","Females","From 20 to 24 years","Number","1,933,971",""
"2011","France (metropolitan)","Females","From 25 to 29 years","Number","1,959,371",""
"2011","France (metropolitan)","Females","From 30 to 34 years","Number","1,956,997",""
"2011","France (metropolitan)","Females","From 35 to 39 years","Number","2,149,713",""
"2011","France (metropolitan)","Females","From 40 to 44 years","Number","2,196,015",""
"2011","France (metropolitan)","Females","From 45 to 49 years","Number","2,225,489",""
"2011","France (metropolitan)","Females","From 50 to 54 years","Number","2,147,525",""
"2011","France (metropolitan)","Females","From 55 to 59 years","Number","2,094,123",""
"2011","France (metropolitan)","Females","From 60 to 64 years","Number","2,074,463",""
"2011","France (metropolitan)","Females","From 65 to 69 years","Number","1,374,601",""
"2011","France (metropolitan)","Females","From 70 to 74 years","Number","1,301,138",""
"2011","France (metropolitan)","Females","From 75 to 79 years","Number","1,293,363",""
"2011","France (metropolitan)","Females","75 years or over","Number","3,564,568",""
"2011","France (metropolitan)","Females","From 80 to 84 years","Number","1,110,856",""
"2011","France (metropolitan)","Females","80 years or over","Number","2,271,205",""
"2011","Croatia","Total","From 20 to 24 years","Number","262,412",""
"2011","Croatia","Total","From 25 to 29 years","Number","290,549",""
"2011","Croatia","Total","From 30 to 34 years","Number","294,714",""
"2011","Croatia","Total","From 35 to 39 years","Number","284,184",""
"2011","Croatia","Total","From 40 to 44 years","Number","289,064",""
"2011","Croatia","Total","From 45 to 49 years","Number","309,028",""
"2011","Croatia","Total","From 50 to 54 years","Number","321,584",""
"2011","Croatia","Total","From 55 to 59 years","Number","310,855",""
"2011","Croatia","Total","From 60 to 64 years","Number","267,563",""
"2011","Croatia","Total","From 65 to 69 years","Number","204,339",""
"2011","Croatia","Total","From 70 to 74 years","Number","213,913",""
"2011","Croatia","Total","From 75 to 79 years","Number","175,491",""
"2011","Croatia","Total","75 years or over","Number","342,403",""
"2011","Croatia","Total","From 80 to 84 years","Number","106,949",""
"2011","Croatia","Total","80 years or over","Number","166,912",""
"2011","Croatia","Males","From 20 to 24 years","Number","133,847",""
"2011","Croatia","Males","From 25 to 29 years","Number","148,186",""
"2011","Croatia","Males","From 30 to 34 years","Number","150,103",""
"2011","Croatia","Males","From 35 to 39 years","Number","143,705",""
"2011","Croatia","Males","From 40 to 44 years","Number","144,473",""
"2011","Croatia","Males","From 45 to 49 years","Number","153,318",""
"2011","Croatia","Males","From 50 to 54 years","Number","158,510",""
"2011","Croatia","Males","From 55 to 59 years","Number","153,437",""
"2011","Croatia","Males","From 60 to 64 years","Number","125,299",""
"2011","Croatia","Males","From 65 to 69 years","Number","90,455",""
"2011","Croatia","Males","From 70 to 74 years","Number","89,440",""
"2011","Croatia","Males","From 75 to 79 years","Number","66,167",""
"2011","Croatia","Males","75 years or over","Number","116,969",""
"2011","Croatia","Males","From 80 to 84 years","Number","35,573",""
"2011","Croatia","Males","80 years or over","Number","50,802",""
"2011","Croatia","Females","From 20 to 24 years","Number","128,565",""
"2011","Croatia","Females","From 25 to 29 years","Number","142,363",""
"2011","Croatia","Females","From 30 to 34 years","Number","144,611",""
"2011","Croatia","Females","From 35 to 39 years","Number","140,479",""
"2011","Croatia","Females","From 40 to 44 years","Number","144,591",""
"2011","Croatia","Females","From 45 to 49 years","Number","155,710",""
"2011","Croatia","Females","From 50 to 54 years","Number","163,074",""
"2011","Croatia","Females","From 55 to 59 years","Number","157,418",""
"2011","Croatia","Females","From 60 to 64 years","Number","142,264",""
"2011","Croatia","Females","From 65 to 69 years","Number","113,884",""
"2011","Croatia","Females","From 70 to 74 years","Number","124,473",""
"2011","Croatia","Females","From 75 to 79 years","Number","109,324",""
"2011","Croatia","Females","75 years or over","Number","225,434",""
"2011","Croatia","Females","From 80 to 84 years","Number","71,376",""
"2011","Croatia","Females","80 years or over","Number","116,110",""
"2011","Italy","Total","From 20 to 24 years","Number","3,038,257",""
"2011","Italy","Total","From 25 to 29 years","Number","3,313,521",""
"2011","Italy","Total","From 30 to 34 years","Number","3,903,272",""
"2011","Italy","Total","From 35 to 39 years","Number","4,635,518",""
"2011","Italy","Total","From 40 to 44 years","Number","4,817,994",""
"2011","Italy","Total","From 45 to 49 years","Number","4,692,850",""
"2011","Italy","Total","From 50 to 54 years","Number","4,078,268",""
"2011","Italy","Total","From 55 to 59 years","Number","3,679,685",""
"2011","Italy","Total","From 60 to 64 years","Number","3,795,524",""
"2011","Italy","Total","From 65 to 69 years","Number","3,028,951",""
"2011","Italy","Total","From 70 to 74 years","Number","3,084,623",""
"2011","Italy","Total","From 75 to 79 years","Number","2,511,927",""
"2011","Italy","Total","75 years or over","Number","6,057,718",""
"2011","Italy","Total","From 80 to 84 years","Number","1,919,410",""
"2011","Italy","Total","80 years or over","Number","3,545,791",""
"2011","Italy","Males","From 20 to 24 years","Number","1,547,963",""
"2011","Italy","Males","From 25 to 29 years","Number","1,658,118",""
"2011","Italy","Males","From 30 to 34 years","Number","1,946,590",""
"2011","Italy","Males","From 35 to 39 years","Number","2,307,687",""
"2011","Italy","Males","From 40 to 44 years","Number","2,392,699",""
"2011","Italy","Males","From 45 to 49 years","Number","2,316,811",""
"2011","Italy","Males","From 50 to 54 years","Number","1,994,452",""
"2011","Italy","Males","From 55 to 59 years","Number","1,787,615",""
"2011","Italy","Males","From 60 to 64 years","Number","1,833,876",""
"2011","Italy","Males","From 65 to 69 years","Number","1,433,917",""
"2011","Italy","Males","From 70 to 74 years","Number","1,411,746",""
"2011","Italy","Males","From 75 to 79 years","Number","1,075,018",""
"2011","Italy","Males","75 years or over","Number","2,297,565",""
"2011","Italy","Males","From 80 to 84 years","Number","734,016",""
"2011","Italy","Males","80 years or over","Number","1,222,547",""
"2011","Italy","Females","From 20 to 24 years","Number","1,490,294",""
"2011","Italy","Females","From 25 to 29 years","Number","1,655,403",""
"2011","Italy","Females","From 30 to 34 years","Number","1,956,682",""
"2011","Italy","Females","From 35 to 39 years","Number","2,327,831",""
"2011","Italy","Females","From 40 to 44 years","Number","2,425,295",""
"2011","Italy","Females","From 45 to 49 years","Number","2,376,039",""
"2011","Italy","Females","From 50 to 54 years","Number","2,083,816",""
"2011","Italy","Females","From 55 to 59 years","Number","1,892,070",""
"2011","Italy","Females","From 60 to 64 years","Number","1,961,648",""
"2011","Italy","Females","From 65 to 69 years","Number","1,595,034",""
"2011","Italy","Females","From 70 to 74 years","Number","1,672,877",""
"2011","Italy","Females","From 75 to 79 years","Number","1,436,909",""
"2011","Italy","Females","75 years or over","Number","3,760,153",""
"2011","Italy","Females","From 80 to 84 years","Number","1,185,394",""
"2011","Italy","Females","80 years or over","Number","2,323,244",""
"2011","Cyprus","Total","From 20 to 24 years","Number","70,379",""
"2011","Cyprus","Total","From 25 to 29 years","Number","71,705",""
"2011","Cyprus","Total","From 30 to 34 years","Number","65,275",""
"2011","Cyprus","Total","From 35 to 39 years","Number","59,464",""
"2011","Cyprus","Total","From 40 to 44 years","Number","56,227",""
"2011","Cyprus","Total","From 45 to 49 years","Number","57,355",""
"2011","Cyprus","Total","From 50 to 54 years","Number","54,876",""
"2011","Cyprus","Total","From 55 to 59 years","Number","47,915",""
"2011","Cyprus","Total","From 60 to 64 years","Number","45,094",""
"2011","Cyprus","Total","From 65 to 69 years","Number","33,668",""
"2011","Cyprus","Total","From 70 to 74 years","Number","28,257",""
"2011","Cyprus","Total","From 75 to 79 years","Number","20,459",""
"2011","Cyprus","Total","75 years or over","Number","44,585",""
"2011","Cyprus","Total","From 80 to 84 years","Number","13,713",""
"2011","Cyprus","Total","80 years or over","Number","24,126",""
"2011","Cyprus","Males","From 20 to 24 years","Number","35,486",""
"2011","Cyprus","Males","From 25 to 29 years","Number","35,101",""
"2011","Cyprus","Males","From 30 to 34 years","Number","30,656",""
"2011","Cyprus","Males","From 35 to 39 years","Number","27,141",""
"2011","Cyprus","Males","From 40 to 44 years","Number","26,053",""
"2011","Cyprus","Males","From 45 to 49 years","Number","27,628",""
"2011","Cyprus","Males","From 50 to 54 years","Number","27,002",""
"2011","Cyprus","Males","From 55 to 59 years","Number","23,781",""
"2011","Cyprus","Males","From 60 to 64 years","Number","22,146",""
"2011","Cyprus","Males","From 65 to 69 years","Number","16,238",""
"2011","Cyprus","Males","From 70 to 74 years","Number","13,444",""
"2011","Cyprus","Males","From 75 to 79 years","Number","9,036",""
"2011","Cyprus","Males","75 years or over","Number","18,908",""
"2011","Cyprus","Males","From 80 to 84 years","Number","5,726",""
"2011","Cyprus","Males","80 years or over","Number","9,872",""
"2011","Cyprus","Females","From 20 to 24 years","Number","34,893",""
"2011","Cyprus","Females","From 25 to 29 years","Number","36,604",""
"2011","Cyprus","Females","From 30 to 34 years","Number","34,619",""
"2011","Cyprus","Females","From 35 to 39 years","Number","32,323",""
"2011","Cyprus","Females","From 40 to 44 years","Number","30,174",""
"2011","Cyprus","Females","From 45 to 49 years","Number","29,727",""
"2011","Cyprus","Females","From 50 to 54 years","Number","27,874",""
"2011","Cyprus","Females","From 55 to 59 years","Number","24,134",""
"2011","Cyprus","Females","From 60 to 64 years","Number","22,948",""
"2011","Cyprus","Females","From 65 to 69 years","Number","17,430",""
"2011","Cyprus","Females","From 70 to 74 years","Number","14,813",""
"2011","Cyprus","Females","From 75 to 79 years","Number","11,423",""
"2011","Cyprus","Females","75 years or over","Number","25,677",""
"2011","Cyprus","Females","From 80 to 84 years","Number","7,987",""
"2011","Cyprus","Females","80 years or over","Number","14,254",""
"2011","Latvia","Total","From 20 to 24 years","Number","155,706",""
"2011","Latvia","Total","From 25 to 29 years","Number","147,966",""
"2011","Latvia","Total","From 30 to 34 years","Number","135,044",""
"2011","Latvia","Total","From 35 to 39 years","Number","142,973",""
"2011","Latvia","Total","From 40 to 44 years","Number","141,122",""
"2011","Latvia","Total","From 45 to 49 years","Number","149,021",""
"2011","Latvia","Total","From 50 to 54 years","Number","152,843",""
"2011","Latvia","Total","From 55 to 59 years","Number","132,704",""
"2011","Latvia","Total","From 60 to 64 years","Number","119,178",""
"2011","Latvia","Total","From 65 to 69 years","Number","106,522",""
"2011","Latvia","Total","From 70 to 74 years","Number","109,320",""
"2011","Latvia","Total","From 75 to 79 years","Number","76,600",""
"2011","Latvia","Total","75 years or over","Number","165,298",""
"2011","Latvia","Total","From 80 to 84 years","Number","55,810",""
"2011","Latvia","Total","80 years or over","Number","88,698",""
"2011","Latvia","Males","From 20 to 24 years","Number","79,399",""
"2011","Latvia","Males","From 25 to 29 years","Number","75,437",""
"2011","Latvia","Males","From 30 to 34 years","Number","67,828",""
"2011","Latvia","Males","From 35 to 39 years","Number","70,819",""
"2011","Latvia","Males","From 40 to 44 years","Number","68,427",""
"2011","Latvia","Males","From 45 to 49 years","Number","70,880",""
"2011","Latvia","Males","From 50 to 54 years","Number","70,695",""
"2011","Latvia","Males","From 55 to 59 years","Number","58,427",""
"2011","Latvia","Males","From 60 to 64 years","Number","49,557",""
"2011","Latvia","Males","From 65 to 69 years","Number","40,836",""
"2011","Latvia","Males","From 70 to 74 years","Number","38,268",""
"2011","Latvia","Males","From 75 to 79 years","Number","23,504",""
"2011","Latvia","Males","75 years or over","Number","44,110",""
"2011","Latvia","Males","From 80 to 84 years","Number","14,587",""
"2011","Latvia","Males","80 years or over","Number","20,606",""
"2011","Latvia","Females","From 20 to 24 years","Number","76,307",""
"2011","Latvia","Females","From 25 to 29 years","Number","72,529",""
"2011","Latvia","Females","From 30 to 34 years","Number","67,216",""
"2011","Latvia","Females","From 35 to 39 years","Number","72,154",""
"2011","Latvia","Females","From 40 to 44 years","Number","72,695",""
"2011","Latvia","Females","From 45 to 49 years","Number","78,141",""
"2011","Latvia","Females","From 50 to 54 years","Number","82,148",""
"2011","Latvia","Females","From 55 to 59 years","Number","74,277",""
"2011","Latvia","Females","From 60 to 64 years","Number","69,621",""
"2011","Latvia","Females","From 65 to 69 years","Number","65,686",""
"2011","Latvia","Females","From 70 to 74 years","Number","71,052",""
"2011","Latvia","Females","From 75 to 79 years","Number","53,096",""
"2011","Latvia","Females","75 years or over","Number","121,188",""
"2011","Latvia","Females","From 80 to 84 years","Number","41,223",""
"2011","Latvia","Females","80 years or over","Number","68,092",""
"2011","Lithuania","Total","From 20 to 24 years","Number","218,764",""
"2011","Lithuania","Total","From 25 to 29 years","Number","194,190",""
"2011","Lithuania","Total","From 30 to 34 years","Number","187,704",""
"2011","Lithuania","Total","From 35 to 39 years","Number","205,579",""
"2011","Lithuania","Total","From 40 to 44 years","Number","218,947",""
"2011","Lithuania","Total","From 45 to 49 years","Number","233,341",""
"2011","Lithuania","Total","From 50 to 54 years","Number","231,141",""
"2011","Lithuania","Total","From 55 to 59 years","Number","184,958",""
"2011","Lithuania","Total","From 60 to 64 years","Number","162,617",""
"2011","Lithuania","Total","From 65 to 69 years","Number","149,499",""
"2011","Lithuania","Total","From 70 to 74 years","Number","145,215",""
"2011","Lithuania","Total","From 75 to 79 years","Number","117,591",""
"2011","Lithuania","Total","75 years or over","Number","250,593",""
"2011","Lithuania","Total","From 80 to 84 years","Number","82,674",""
"2011","Lithuania","Total","80 years or over","Number","133,002",""
"2011","Lithuania","Males","From 20 to 24 years","Number","111,839",""
"2011","Lithuania","Males","From 25 to 29 years","Number","98,459",""
"2011","Lithuania","Males","From 30 to 34 years","Number","93,512",""
"2011","Lithuania","Males","From 35 to 39 years","Number","99,784",""
"2011","Lithuania","Males","From 40 to 44 years","Number","105,309",""
"2011","Lithuania","Males","From 45 to 49 years","Number","111,656",""
"2011","Lithuania","Males","From 50 to 54 years","Number","107,324",""
"2011","Lithuania","Males","From 55 to 59 years","Number","82,796",""
"2011","Lithuania","Males","From 60 to 64 years","Number","68,523",""
"2011","Lithuania","Males","From 65 to 69 years","Number","58,543",""
"2011","Lithuania","Males","From 70 to 74 years","Number","52,750",""
"2011","Lithuania","Males","From 75 to 79 years","Number","38,379",""
"2011","Lithuania","Males","75 years or over","Number","73,285",""
"2011","Lithuania","Males","From 80 to 84 years","Number","23,767",""
"2011","Lithuania","Males","80 years or over","Number","34,906",""
"2011","Lithuania","Females","From 20 to 24 years","Number","106,925",""
"2011","Lithuania","Females","From 25 to 29 years","Number","95,731",""
"2011","Lithuania","Females","From 30 to 34 years","Number","94,192",""
"2011","Lithuania","Females","From 35 to 39 years","Number","105,795",""
"2011","Lithuania","Females","From 40 to 44 years","Number","113,638",""
"2011","Lithuania","Females","From 45 to 49 years","Number","121,685",""
"2011","Lithuania","Females","From 50 to 54 years","Number","123,817",""
"2011","Lithuania","Females","From 55 to 59 years","Number","102,162",""
"2011","Lithuania","Females","From 60 to 64 years","Number","94,094",""
"2011","Lithuania","Females","From 65 to 69 years","Number","90,956",""
"2011","Lithuania","Females","From 70 to 74 years","Number","92,465",""
"2011","Lithuania","Females","From 75 to 79 years","Number","79,212",""
"2011","Lithuania","Females","75 years or over","Number","177,308",""
"2011","Lithuania","Females","From 80 to 84 years","Number","58,907",""
"2011","Lithuania","Females","80 years or over","Number","98,096",""
"2011","Luxembourg","Total","From 20 to 24 years","Number","30,671",""
"2011","Luxembourg","Total","From 25 to 29 years","Number","35,282",""
"2011","Luxembourg","Total","From 30 to 34 years","Number","37,859",""
"2011","Luxembourg","Total","From 35 to 39 years","Number","39,791",""
"2011","Luxembourg","Total","From 40 to 44 years","Number","42,619",""
"2011","Luxembourg","Total","From 45 to 49 years","Number","41,345",""
"2011","Luxembourg","Total","From 50 to 54 years","Number","36,191",""
"2011","Luxembourg","Total","From 55 to 59 years","Number","30,591",""
"2011","Luxembourg","Total","From 60 to 64 years","Number","25,979",""
"2011","Luxembourg","Total","From 65 to 69 years","Number","19,726",""
"2011","Luxembourg","Total","From 70 to 74 years","Number","17,529",""
"2011","Luxembourg","Total","From 75 to 79 years","Number","14,687",""
"2011","Luxembourg","Total","75 years or over","Number","33,829",""
"2011","Luxembourg","Total","From 80 to 84 years","Number","11,483",""
"2011","Luxembourg","Total","80 years or over","Number","19,142",""
"2011","Luxembourg","Males","From 20 to 24 years","Number","15,616",""
"2011","Luxembourg","Males","From 25 to 29 years","Number","17,853",""
"2011","Luxembourg","Males","From 30 to 34 years","Number","18,977",""
"2011","Luxembourg","Males","From 35 to 39 years","Number","19,930",""
"2011","Luxembourg","Males","From 40 to 44 years","Number","21,603",""
"2011","Luxembourg","Males","From 45 to 49 years","Number","21,351",""
"2011","Luxembourg","Males","From 50 to 54 years","Number","18,436",""
"2011","Luxembourg","Males","From 55 to 59 years","Number","15,601",""
"2011","Luxembourg","Males","From 60 to 64 years","Number","13,151",""
"2011","Luxembourg","Males","From 65 to 69 years","Number","9,617",""
"2011","Luxembourg","Males","From 70 to 74 years","Number","8,032",""
"2011","Luxembourg","Males","From 75 to 79 years","Number","6,335",""
"2011","Luxembourg","Males","75 years or over","Number","12,631",""
"2011","Luxembourg","Males","From 80 to 84 years","Number","4,446",""
"2011","Luxembourg","Males","80 years or over","Number","6,296",""
"2011","Luxembourg","Females","From 20 to 24 years","Number","15,055",""
"2011","Luxembourg","Females","From 25 to 29 years","Number","17,429",""
"2011","Luxembourg","Females","From 30 to 34 years","Number","18,882",""
"2011","Luxembourg","Females","From 35 to 39 years","Number","19,861",""
"2011","Luxembourg","Females","From 40 to 44 years","Number","21,016",""
"2011","Luxembourg","Females","From 45 to 49 years","Number","19,994",""
"2011","Luxembourg","Females","From 50 to 54 years","Number","17,755",""
"2011","Luxembourg","Females","From 55 to 59 years","Number","14,990",""
